"player","position","team","playerId","birthdate","points","lower","upper","sdPts","positionRank","dropoff","tier","exp","ecrPosition","sdRank","risk"
"Tavarres King","WR","NYG",2539235,1990-07-14,0.05,0.05,0.05,1.55017126911205e-17,151,0.0213207898658718,39,3,NA,NA,NA
"Tavon Austin","WR","LAR",2539336,1991-03-15,10.5983333333333,7.69,13.5034080914688,3.47089152794101,32,0.0868162518548488,5,3,90.2,6.7,5.0363844708264
"Taylor Gabriel","WR","ATL",2550617,1991-02-17,7.0625,7.0625,7.0625,0,50,0.196689142461965,10,2,69.3,5.5,4.30869505429845
"Ted Ginn","WR","CAR",2507166,1985-04-12,6.24318810511757,3.775,8.13089647865805,2.63277296330447,58,0.192281990564591,13,9,NA,NA,NA
"Teddy Bridgewater","QB","MIN",2543465,1992-10-10,0,0,0,NA,48,0,30,2,NA,NA,NA
"Temarrick Hemingway","TE","LAR",2555486,1993-07-30,0.0625,0.0625,0.0625,0,89,0.0625,26,0,NA,NA,NA
"Terrance West","RB","BAL",2543664,1991-01-21,6.58109285714286,5.6725,7.48212559593023,1.0669625449063,39,0.119579046944557,11,2,41.5,7.1,5.69539620136255
"Terrance Williams","WR","DAL",2539205,1989-09-18,6.08096160669931,4.84619970193741,7.01066513761468,1.28334512681426,59,0.129439717893265,13,3,72.8,7,5.21830682495839
"Terrell Watson","RB","PHI",2553617,1993-08-22,0,0,0,0,109,0,28,1,NA,NA,NA
"Terrelle Pryor","WR","CLE",2531332,1989-06-20,8.14619640387275,5,10.5524559932774,3.35599252430859,43,0.112809499110847,8,5,NA,NA,NA
"Terron Ward","RB","ATL",2553762,1992-02-15,0.4375,0.4375,0.4375,0,95,0.0554582712369598,21,1,85.4,9.8,7.19311079458619
"Tevin Coleman","RB","ATL",2552453,1993-04-16,6.76557678660138,3.45760059612519,9.27407932811724,3.15527020735439,35,0.0915032751401608,10,1,27.5,3.1,3.47655976695718
"Texans","DST","HOU",100013,NA,11.269001490313,10.5,15.6674812804914,3.53412135615935,10,0.0778688524590176,7,46,21.6,4.4,4.08106521005768
"Theo Riddick","RB","DET",2540020,1991-05-04,8.68220952380952,6.14,11.3176363940193,3.14349560924076,23,0.324843304236747,7,3,32.1,4.7,4.36409434071933
"Thomas Duarte","TE","MIA",2555483,1995-03-30,0,0,0,NA,90,0,0,0,NA,NA,NA
"Thomas Rawls","RB","SEA",2553733,1993-08-03,5.02507082152975,2.825,6.76791232424565,2.39877046324057,48,0.0319138277038986,14,1,55.2,7.2,5.75086711222269
"Tim Hightower","RB","NO",4383,1986-05-23,2.125,2.125,2.125,0,81,0.141296572280179,19,8,NA,NA,NA
"Tim Tebow","QB","FA",497135,1987-08-14,0,0,0,NA,48,0,30,6,NA,NA,NA
"Titans","DST","TEN",100012,NA,8.92026825633383,4.1,12.117755108512,5.81088134538569,28,0.180700447093891,19,46,13.8,3.7,6.46254210256473
"Todd Gurley","RB","LAR",2552475,1994-08-03,16.0090285714286,13.07,17.6252599388379,2.17098361029557,3,0.302825892413594,2,1,6,2.1,2.92185065835583
"Tom Brady","QB","NE",2504211,1977-08-03,0,0,0,NA,48,0,30,16,2.4,0.9,0.582053824459455
"Tom Savage","QB","HOU",2543640,1990-04-26,0.9,0.9,0.9,1.57009975578838e-16,36,0.259,21,2,34.4,1.5,3.21111025672197
"Tommy Bohanon","RB","FA",2540225,1990-09-10,0,0,0,NA,109,0,28,3,NA,NA,NA
"Tommylee Lewis","WR","NO",2556752,1992-10-24,0.325,0.325,0.325,0,141,0.07,35,0,96.4,12.6,8.61419076875549
"Tony Romo","QB","DAL",2505354,1980-04-21,0,0,0,NA,48,0,30,13,NA,NA,NA
"Torrey Smith","WR","SF",2495459,1989-01-26,6.52358229598893,6.25,6.73282226028499,0.291825436896399,55,0.109153859458514,12,5,NA,NA,NA
"Tra Carson","RB","CIN",2556493,1992-10-24,0,0,0,NA,109,0,28,0,NA,NA,NA
"Travaris Cadet","RB","NO",2535890,1989-02-01,0,0,0,NA,109,0,28,4,NA,NA,NA
"Travis Benjamin","WR","SD",2532790,1989-12-29,3.67389349930844,3.5625,3.74693560983443,0.10784853102693,93,0.0443024936427139,23,4,NA,NA,NA
"Travis Kelce","TE","KC",2540258,1989-10-05,10.801124405649,8.275,12.7295911853952,2.38435566445739,5,0.460238939189281,2,3,2,0.7,1.93265981542171
"Tre Madden","RB","SEA",2556603,1993-08-16,0,0,0,0,109,0,28,0,NA,NA,NA
"Tre Mason","RB","LAR",2543502,1993-08-06,0,0,0,NA,109,0,28,2,NA,NA,NA
"Tre McBride","WR","TEN",2552428,1992-12-01,0.2625,0.2625,0.2625,0,142,0.02,35,1,NA,NA,NA
"Trevone Boykin","QB","SEA",2556477,1993-08-22,0,0,0,NA,48,0.336,30,0,NA,NA,NA
"Trevor Davis","WR","GB",2555413,1993-07-04,0.4625,0.4625,0.4625,7.85241294394891e-17,137,0.0259500745156483,33,0,114.8,19,12.4952009902379
"Trevor Siemian","QB","DEN",2553457,1991-12-26,7.3924730878187,4.718,9.06984423374469,2.51593146270833,32,2.7474730878187,17,1,18,2.7,7.91388629789415
"Trey Burton","TE","PHI",2550284,1991-10-29,3.2625,3.2625,3.2625,6.28193035515912e-16,37,0.0812499999999998,14,2,49.9,10.6,7.33277857546766
"Troy Niklas","TE","ARI",2543628,1992-09-18,0.531650521609538,0.2625,0.71312515163068,0.263301309413905,66,0.0589418777943368,20,2,56.9,8.2,6.02365887606258
"Tyler Boyd","WR","CIN",2555466,1994-11-15,5.56441398765169,4.40619970193741,6.47266418622987,1.13521281755384,68,0.103447157973764,15,0,96.9,13.5,9.15995783115146
"Tyler Bray","QB","KC",2540173,1991-12-27,0,0,0,NA,48,0,30,3,NA,NA,NA
"Tyler Eifert","TE","CIN",2540148,1990-09-08,8.3875,8.3875,8.3875,0,10,0.396408052607663,4,3,NA,NA,NA
"Tyler Ervin","RB","HOU",2555234,1993-10-07,1.56577321339862,0.7125,2.20295546807886,0.795292757323352,86,0.0432732133986236,20,0,65.8,6.3,5.25162891448148
"Tyler Gaffney","RB","FA",2543655,1991-04-20,0,0,0,NA,109,0,28,2,NA,NA,NA
"Tyler Higbee","TE","LAR",2555364,1993-01-01,2.37126190476191,1.25,3.06142966360856,0.886118123803989,49,0.182814420552126,16,0,37.8,5.5,4.55089921423187
"Tyler Kroft","TE","CIN",2552586,1992-10-15,2.79243666169896,0.3375,4.58522527880702,2.52643875461437,44,0.199355714640551,15,1,43.5,11.8,7.98733842517021
"Tyler Lockett","WR","SEA",2552430,1992-09-28,10.675869047619,7.36,12.606024648197,2.65317952723428,31,0.0836785714285728,5,1,54.1,5.6,4.36933583900911
"Tyreek Hill","WR","KC",2556214,1994-03-01,3.08077113050884,0.27,5.18624371772433,2.6130566112834,104,0.068418937468977,25,0,14.3,3.8,3.27780171421718
"Tyrell Williams","WR","SD",2553913,1992-02-12,5.558540802213,4.375,6.33969113372093,1.75892811820154,69,0.204832468879667,15,1,NA,NA,NA
"Tyrod Taylor","QB","BUF",2495240,1989-08-03,18.4532946175637,15.038,20.595292857303,3.21283740781822,7,0.737932011331445,4,5,24.7,2.7,8.64954233723101
"Vance McDonald","TE","SF",2540215,1990-06-13,7.86569847856155,4.4125,10.1300039048672,3.34330446183483,12,0.464554281911206,4,3,NA,NA,NA
"Vernon Davis","TE","WAS",2495826,1984-01-31,2.88030952380952,1.775,3.76084210271318,1.07662086611305,43,0.176656669150522,15,10,29.8,5.5,4.55089921423187
"Victor Cruz","WR","NYG",2507855,1986-11-11,0,0,0,NA,154,0,39,6,NA,NA,NA
"Vikings","DST","MIN",100020,NA,13.730998509687,9,18.1410293578065,5.3922610751592,1,0.796497764530553,1,46,12.6,2.7,4.16438285542656
"Vince Mayle","WR","BAL",2552431,1991-06-12,0,0,0,0,154,0,39,1,NA,NA,NA
"Vincent Jackson","WR","TB",2506400,1983-01-14,12.875,12.875,12.875,2.51843599756742e-15,20,0.339338698725033,4,11,NA,NA,NA
"Virgil Green","TE","DEN",2495288,1988-08-03,4.30213095238095,3.75,4.88641470438328,0.69014169725108,28,0.188441076798865,11,5,33.3,2.4,2.85995293583364
"Walt Powell","WR","BUF",2543619,1991-11-23,0,0,0,NA,154,0,39,2,NA,NA,NA
"Wendell Smallwood","RB","PHI",2555461,1994-01-26,4.33979880774963,3.755,4.76686507882252,0.601831564374639,55,0.0420086296217441,16,0,58.7,6.1,5.14068709276121
"Wil Lutz","K","NO",2556601,1994-07-07,6.70940633309161,2.6772380952381,9.05046437994723,3.0255485965487,10,0.135268907563026,3,0,NA,NA,6.99397561750179
"Will Fuller","WR","HOU",2555346,1994-04-16,8.80487606232295,4.3425,11.6035809299484,4.197848310671,39,0.195916389482125,7,0,NA,NA,NA
"Will Johnson","RB","NYG",163982,1989-11-14,0,0,0,NA,109,0,28,5,NA,NA,NA
"Will Tye","TE","NYG",2553830,1991-11-04,3.89920470262794,3.375,4.24293228157377,0.507522498950259,32,0.0835096135639972,12,1,NA,NA,NA
"Willie Snead","WR","NO",2550256,1992-10-17,11.3672592067989,7.435,13.8334863533079,3.69915655647099,28,0.572604444894104,5,2,NA,NA,NA
"Xavier Grimble","TE","PIT",2550521,1992-09-02,0.475,0.475,0.475,5.61403116835063e-17,67,0.0147913561847988,21,2,66.7,5.2,4.38725925180623
"Zach Ertz","TE","PHI",2540158,1990-11-10,7.17385982187212,6.10380029806259,8.04327839952374,1.07113347988413,14,0.470035775241016,6,3,2.8,0.8,1.98720646956358
"Zach Line","RB","MIN",2539303,1990-04-26,0,0,0,NA,109,0,28,3,NA,NA,NA
"Zach Mettenberger","QB","PIT",2543605,1991-07-16,0,0,0,NA,48,0,30,2,NA,NA,NA
"Zach Miller","TE","CHI",238457,1984-10-04,5.57928571428571,3.775,6.51022935779817,1.28325936079477,19,0.300193322317209,8,7,19.4,3.8,3.62360609381994
"Zach Zenner","RB","DET",2553631,1991-09-13,1,1,1,0,92,0.318651266766021,21,1,80.9,6.8,5.52898346878215
